,hedef_grup,derece,kategori,saldırgan_dil,tweet_text,konu,tweet_id,dil,majority_decision,tweet_text_clean
11971,['Ülke/Milliyet'],4,['Abartma; Genelleme; Yükleme; Çarpıtma'],Yok,"Bu haldeyken bir de ülkemizdeki mültecilerle uğraşamayız. Bu iş çok uzadı artık. 
#ÜlkemdeMülteciistemiyorum",Refugees,1625174303393062912,Türkçe,Göçmen/Mülteci Karşıtı,"Bu haldeyken bir de ülkemizdeki mültecilerle uğraşamayız. Bu iş çok uzadı artık. 
#ÜlkemdeMülteciistemiyorum"
11977,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,#ülkemdemültecisığınmacıbilmemneistemiyorum #UElkemdemuelteciistemiyorum #UElkemdeMuelteciİstemiyorum https://t.co/flBABvsQXt,Refugees,1625188256185827344,Türkçe,Göçmen/Mülteci Karşıtı,#ülkemdemültecisığınmacıbilmemneistemiyorum #UElkemdemuelteciistemiyorum #UElkemdeMuelteciİstemiyorum 
11980,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,#ÜlkemdeSuriyeliİstemiyorum #ÜlkemdeMülteciİstemiyorum https://t.co/8ESAsW3XIu,Refugees,1625199862831624193,Türkçe,Göçmen/Mülteci Karşıtı,#ÜlkemdeSuriyeliİstemiyorum #ÜlkemdeMülteciİstemiyorum 
11983,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,@username Onlar türk halkının sesi #ülkemdemülteciistemiyorum,Refugees,1625202770394464256,Türkçe,Göçmen/Mülteci Karşıtı, Onlar türk halkının sesi #ülkemdemülteciistemiyorum
11989,['Ülke/Milliyet'],4,['Abartma; Genelleme; Yükleme; Çarpıtma'],Yok,@username @username Nasıl bu ülke üzerinde nefret uyandırdıklarını onlar da farkında bir an önce ülkelerine dönsünler. #UElkemdemuelteciistemiyorum,Refugees,1625203963548078080,Türkçe,Göçmen/Mülteci Karşıtı,  Nasıl bu ülke üzerinde nefret uyandırdıklarını onlar da farkında bir an önce ülkelerine dönsünler. #UElkemdemuelteciistemiyorum
11992,['Ülke/Milliyet'],2,['Simgeleştirme'],Yok,Bende diyorum ki bunlar neden bu kadar yardım ediyorlar bize :) Avrupa kesik parmağa işer mi ahhh Avrupa #ülkemdemülteciistemiyorum https://t.co/9zjqJ3pz5B,Refugees,1625209945196007432,Türkçe,Göçmen/Mülteci Karşıtı,Bende diyorum ki bunlar neden bu kadar yardım ediyorlar bize :) Avrupa kesik parmağa işer mi ahhh Avrupa #ülkemdemülteciistemiyorum 
11995,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"@username Bakın provoke etmek için yazmıyorum, maalesef iskenderun da suriyeliler evleri sağlam olmasına rağmen çifter çifter çadır alıyorlar eşya dağıtılırken sülalece gelip 2 3 defa sıraya giriyorlar 1 çadır yetmiyor 2 çadır alıyorlar",Refugees,1625221987168669697,Türkçe,Göçmen/Mülteci Karşıtı," Bakın provoke etmek için yazmıyorum, maalesef iskenderun da suriyeliler evleri sağlam olmasına rağmen çifter çifter çadır alıyorlar eşya dağıtılırken sülalece gelip 2 3 defa sıraya giriyorlar 1 çadır yetmiyor 2 çadır alıyorlar"
11998,['Ülke/Milliyet'],3,['Dışlama; Ayrımcı Söylem'],Zayıf,@username @username @username Valla bana uyar. Vergi koysunlar.#Eytiptaledilsin Suriyelilere harcanan para depremzedelere verilsin. Suriyeliler gitsin. Aklıma gelen bunlar. Bu ülke için çocuklarımızin geleceği için herşeye varım ben.,Refugees,1625222196619624448,Türkçe,Göçmen/Mülteci Karşıtı,   Valla bana uyar. Vergi koysunlar.#Eytiptaledilsin Suriyelilere harcanan para depremzedelere verilsin. Suriyeliler gitsin. Aklıma gelen bunlar. Bu ülke için çocuklarımızin geleceği için herşeye varım ben.
12001,['Ülke/Milliyet'],2,['Abartma; Genelleme; Yükleme; Çarpıtma'],Zayıf,@username Saçmalığın daniskası denir buna. Demek ki Türk halkının misafirperverliği'ni inkar etmişler anlamı çıkar. Gözlerine dizlerine dursun. Suriyeliler hiçbir zaman onurlu Türk halkından ayrı tutulmadı. Sözün bittiği yer. Allah sorsun hesabını.,Refugees,1625222331588124673,Türkçe,Göçmen/Mülteci Karşıtı, Saçmalığın daniskası denir buna. Demek ki Türk halkının misafirperverliği'ni inkar etmişler anlamı çıkar. Gözlerine dizlerine dursun. Suriyeliler hiçbir zaman onurlu Türk halkından ayrı tutulmadı. Sözün bittiği yer. Allah sorsun hesabını.
12004,['Ülke/Milliyet'],5,['Abartma; Genelleme; Yükleme; Çarpıtma'],Zayıf,"@username @username İnsan düşmanı değiliz,maraba yetişen bir millet yağmacılıga da alışkın,Birtek suriyeliler için geçerli değil aptallarda var,yardım tırlarına saldırdılar gözlerimle gördüm,Suriyeliler bizi ittirip yere döküp beğenmeyip üstüne basıp başka tıra saldıran kişiler BEN SAYGI DUYMUYORUM!",Refugees,1625222378232881168,Türkçe,Göçmen/Mülteci Karşıtı,"  İnsan düşmanı değiliz,maraba yetişen bir millet yağmacılıga da alışkın,Birtek suriyeliler için geçerli değil aptallarda var,yardım tırlarına saldırdılar gözlerimle gördüm,Suriyeliler bizi ittirip yere döküp beğenmeyip üstüne basıp başka tıra saldıran kişiler BEN SAYGI DUYMUYORUM!"
12007,['Ülke/Milliyet'],0,['Nefret söylemi bulunmuyor'],Yok,"İngiltere, Fransa, İspanya, Rusya
Bu ülkeler dünya çapında en çok sömürge yapan ülkeler şuan ki Türkiye'yi somürenler ise Suriyeliler..",Refugees,1625222635658399749,Türkçe,Göçmen/Mülteci Karşıtı,"İngiltere, Fransa, İspanya, Rusya
Bu ülkeler dünya çapında en çok sömürge yapan ülkeler şuan ki Türkiye'yi somürenler ise Suriyeliler.."
12010,"['Ülke/Milliyet', 'Belli Görüş/Statü/Uygulama; Mesleki Pozisyon Grubu', 'Hedef grup birden fazla.']",4,"['Abartma; Genelleme; Yükleme; Çarpıtma', 'Küfür; Hakaret; Aşağılama; İnsandışılaştırma']",Zayıf,"İstenilen Kaos Çıkmayınca,
Görevlendirilmiş Embesiller Afet bölgesine salındı..

Yağmacılar, Suriyeliler, Afganlılar, Algıcılar, Yalancılar

Bülent Arınç
Devlet Bahçeli
Orkid
Nevşin
#SONDAKIKA
Zehra Taşkesenlioğlu
Haluk Levent
Sakura Şehir Hastanesi'nde
Kadıköy
Koç Holding https://t.co/YbBUpwj1oO",Refugees,1625222815883337748,Türkçe,Göçmen/Mülteci Karşıtı,"İstenilen Kaos Çıkmayınca,
Görevlendirilmiş Embesiller Afet bölgesine salındı..

Yağmacılar, Suriyeliler, Afganlılar, Algıcılar, Yalancılar

Bülent Arınç
Devlet Bahçeli
Orkid
Nevşin
#SONDAKIKA
Zehra Taşkesenlioğlu
Haluk Levent
Sakura Şehir Hastanesi'nde
Kadıköy
Koç Holding "
12013,['Ülke/Milliyet'],4,['Abartma; Genelleme; Yükleme; Çarpıtma'],Zayıf,@username @username @username Barış falan istemiyoruz Suriyeliler yağma yapıyor çalıyor Antakya'da Hatay'da Kahramanmaraşta at gözlüğünü çıkarıp ta gör artık ülkeni Suriyeli kurtarmaz.,Refugees,1625222954920321038,Türkçe,Göçmen/Mülteci Karşıtı,   Barış falan istemiyoruz Suriyeliler yağma yapıyor çalıyor Antakya'da Hatay'da Kahramanmaraşta at gözlüğünü çıkarıp ta gör artık ülkeni Suriyeli kurtarmaz.
12016,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,@username Ortada büyük bir tehlike var özellikle Hatay açısından. İnsanlar eğer göç ediyorsa onların yerini Suriyeliler alacak ve demografik yapı tamamen bozulacak. Hatay Atatürk'ün bize mirasıdır ona sahip çıkılmalı.,Refugees,1625223217672585217,Türkçe,Göçmen/Mülteci Karşıtı, Ortada büyük bir tehlike var özellikle Hatay açısından. İnsanlar eğer göç ediyorsa onların yerini Suriyeliler alacak ve demografik yapı tamamen bozulacak. Hatay Atatürk'ün bize mirasıdır ona sahip çıkılmalı.
12019,['Ülke/Milliyet'],4,['Abartma; Genelleme; Yükleme; Çarpıtma'],Zayıf,@username @username Şimdi gökhan zanın söylediği evet abartı ancak suriyeliler yüzünden dağıtımın düzenli yapılamadığı ve yardım getiren sivillerin lanet ederek bırakıp gittiği bu yüzden sivil yardımların tam anlamıyla dağıtılamadığıda bi gerçek değil mi fazıl hocam,Refugees,1625224498164146201,Türkçe,Göçmen/Mülteci Karşıtı,  Şimdi gökhan zanın söylediği evet abartı ancak suriyeliler yüzünden dağıtımın düzenli yapılamadığı ve yardım getiren sivillerin lanet ederek bırakıp gittiği bu yüzden sivil yardımların tam anlamıyla dağıtılamadığıda bi gerçek değil mi fazıl hocam
12022,['Ülke/Milliyet'],4,['Dışlama; Ayrımcı Söylem'],Zayıf,"@username Suriyeliler gariban diye müslüman diye savunurdum.Türkiye cumhuriyeti devleti sınırları içinde masum Suriyeliler dahi kalmamalı...Suriye başkanının sözleri gerçek oldu..Bizim memleketimiz vicdanlidir,merhametlidir ama bu kadar olmaz...",Refugees,1625224536181407745,Türkçe,Göçmen/Mülteci Karşıtı," Suriyeliler gariban diye müslüman diye savunurdum.Türkiye cumhuriyeti devleti sınırları içinde masum Suriyeliler dahi kalmamalı...Suriye başkanının sözleri gerçek oldu..Bizim memleketimiz vicdanlidir,merhametlidir ama bu kadar olmaz..."
12025,['Ülke/Milliyet'],4,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Zayıf,"@username Haklılar. Ne zaman bu Suriyeliler elini kolunu sallaya sallaya girer oldular, ülke battı. Başına gelmeyen kalmadı.

Hepsini teker teker göndereceğiz.",Refugees,1625225303642480649,Türkçe,Göçmen/Mülteci Karşıtı," Haklılar. Ne zaman bu Suriyeliler elini kolunu sallaya sallaya girer oldular, ülke battı. Başına gelmeyen kalmadı.

Hepsini teker teker göndereceğiz."
12028,['Ülke/Milliyet'],0,['Nefret söylemi bulunmuyor'],Yok,@username Merhaba  şuan hiç kimsenin bilmedi mülteci kamplarında suriyeliler silahlanmış  ve güvenlik  güçleri kampa girmiyormuş  denetlensin istiyoruz  can güvenliğimiz yok depremzedeyiz birde bunların elinden ölmek istemyioruz,Refugees,1625226073926508544,Türkçe,Göçmen/Mülteci Karşıtı, Merhaba  şuan hiç kimsenin bilmedi mülteci kamplarında suriyeliler silahlanmış  ve güvenlik  güçleri kampa girmiyormuş  denetlensin istiyoruz  can güvenliğimiz yok depremzedeyiz birde bunların elinden ölmek istemyioruz
12031,['Ülke/Milliyet'],8,"['Dışlama; Ayrımcı Söylem', 'Küfür; Hakaret; Aşağılama; İnsandışılaştırma']",Şiddetli,"@username Abim benim bir el atsan da hastah falan şu Suriyeliler bi siktir olup gitseler
Allah bereket versin yeter artık yetti bunları gonderseler
Saygılarımla",Refugees,1625226135377219584,Türkçe,Göçmen/Mülteci Karşıtı," Abim benim bir el atsan da hastah falan şu Suriyeliler bi siktir olup gitseler
Allah bereket versin yeter artık yetti bunları gonderseler
Saygılarımla"
12034,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,Malatya’daki Suriyeliler yakınlarına ait cesetleri de bırakarak şehri terk ediyorlarmış 😔 kendi cesetlerine bile sahip çıkmamak sanırım farklı bir psikoloji 😞,Refugees,1625226211919011854,Türkçe,Göçmen/Mülteci Karşıtı,Malatya’daki Suriyeliler yakınlarına ait cesetleri de bırakarak şehri terk ediyorlarmış 😔 kendi cesetlerine bile sahip çıkmamak sanırım farklı bir psikoloji 😞
12037,['Ülke/Milliyet'],3,['Abartma; Genelleme; Yükleme; Çarpıtma'],Zayıf,@username Suriyeliler umrumda değil kampta ama depremzedelerin  hakkı olan ne şu ne sıcak yemek yok bu kampta suriyeliler gelmeden yağmaladı bu gün yemek tırını,Refugees,1625226354160549889,Türkçe,Göçmen/Mülteci Karşıtı, Suriyeliler umrumda değil kampta ama depremzedelerin  hakkı olan ne şu ne sıcak yemek yok bu kampta suriyeliler gelmeden yağmaladı bu gün yemek tırını
12046,"['Irk/Etnik Köken', 'Ülke/Milliyet', 'Belli Görüş/Statü/Uygulama; Mesleki Pozisyon Grubu', 'Hedef grup birden fazla.']",7,"['Dışlama; Ayrımcı Söylem', 'Simgeleştirme']",Zayıf,"@username @username Yüzyıllardır birlikte yaşadığımız, aynı ekmeği bölüştüğümüz kendini Türk gibi gören Türk gibi hisseden Hataylısı Adanalısı Urfalısı başka.. oraya araplar yokmuydu diye yazman başka kardeşim! Yazındaki arapları okuyunca aklıma direkt suriyeliler geliyor ve bu beni rahatsız ediyor",Refugees,1625235299319050252,Türkçe,Göçmen/Mülteci Karşıtı,"  Yüzyıllardır birlikte yaşadığımız, aynı ekmeği bölüştüğümüz kendini Türk gibi gören Türk gibi hisseden Hataylısı Adanalısı Urfalısı başka.. oraya araplar yokmuydu diye yazman başka kardeşim! Yazındaki arapları okuyunca aklıma direkt suriyeliler geliyor ve bu beni rahatsız ediyor"
12049,['Ülke/Milliyet'],7,['Dışlama; Ayrımcı Söylem'],Zayıf,Hatay bir Türk şehridir ve Suriyeliler er ya da geç ama tercihen çok erken bir tarihte geri gönderileceklerdir. https://t.co/fggU2rzhX8,Refugees,1625235909342818323,Türkçe,Göçmen/Mülteci Karşıtı,Hatay bir Türk şehridir ve Suriyeliler er ya da geç ama tercihen çok erken bir tarihte geri gönderileceklerdir. 
12052,['Ülke/Milliyet'],6,"['Dışlama; Ayrımcı Söylem', 'Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']",Zayıf,@username Abi şu Suriyeliler Suriye liler diyorum ne zaman volta alacaklar bi el atsanda artık kendi acımızı kendi yaramizi sarsak,Refugees,1625236212381351937,Türkçe,Göçmen/Mülteci Karşıtı, Abi şu Suriyeliler Suriye liler diyorum ne zaman volta alacaklar bi el atsanda artık kendi acımızı kendi yaramizi sarsak
12055,['Ülke/Milliyet'],6,"['Dışlama; Ayrımcı Söylem', 'Abartma; Genelleme; Yükleme; Çarpıtma']",Zayıf,"Suriyeliler deprem bölgesine giden tırları, marketleri dükkanları yağmaladı, birileride ülkeyi yağmaladı onlara da gerekeni yapmanızı beklemedeyiz...",Refugees,1625236231582896129,Türkçe,Göçmen/Mülteci Karşıtı,"Suriyeliler deprem bölgesine giden tırları, marketleri dükkanları yağmaladı, birileride ülkeyi yağmaladı onlara da gerekeni yapmanızı beklemedeyiz..."
12058,['Ülke/Milliyet'],7,"['Dışlama; Ayrımcı Söylem', 'Simgeleştirme']",Zayıf,@username @username Evimizde sokagımız da yaşanmaz hale getirdi  bizi arap coğrafyanın en tehlikeli milleti suriyeliler. Bu savaşı türkiye çıkardı avrupa dan gelen paramızı çalıyor toprağımız da gözünüz var askeriniz bizim toprağımız da hesabını soracağız diyorlar.,Refugees,1625237234726105096,Türkçe,Göçmen/Mülteci Karşıtı,  Evimizde sokagımız da yaşanmaz hale getirdi  bizi arap coğrafyanın en tehlikeli milleti suriyeliler. Bu savaşı türkiye çıkardı avrupa dan gelen paramızı çalıyor toprağımız da gözünüz var askeriniz bizim toprağımız da hesabını soracağız diyorlar.
12061,['Ülke/Milliyet'],6,"['Dışlama; Ayrımcı Söylem', 'Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']",Zayıf,@username Tüm suriyeliler Türkiye sınırı dışında kurulacak yerler yerleştirilmelidir.Yoksa Ülkemiz insanları şiddete başvurabilir.,Refugees,1625237677195796480,Türkçe,Göçmen/Mülteci Karşıtı, Tüm suriyeliler Türkiye sınırı dışında kurulacak yerler yerleştirilmelidir.Yoksa Ülkemiz insanları şiddete başvurabilir.
12064,['Ülke/Milliyet'],7,"['Dışlama; Ayrımcı Söylem', 'Abartma; Genelleme; Yükleme; Çarpıtma']",Zayıf,@username Aynen katılıyorum Suriyeliler çadır için bizim insanların önüne geçip sürü gibi kapış kapış alıp gidiyorlar mış biz korkup geri kaçıyoruz dedi adam,Refugees,1625238814200410112,Türkçe,Göçmen/Mülteci Karşıtı, Aynen katılıyorum Suriyeliler çadır için bizim insanların önüne geçip sürü gibi kapış kapış alıp gidiyorlar mış biz korkup geri kaçıyoruz dedi adam
12067,['Ülke/Milliyet'],6,"['Dışlama; Ayrımcı Söylem', 'Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']",Zayıf,@username @username HARAM ZEHİR ZIKKIM OLSUN hepinize.13 milyon içerde 4 milyon afrin idlip azez VS yedirrim icirrim giydirrim dediginiz paramız HARAM ZEHİR ZIKKIM OLSUN. Suriyeliler bu savaşı türkiye çıkardı avrupa dan gelen paramızı çalıyor toprağımız da gözünüz var askeriniz  hesabı soracağız diy,Refugees,1625238940364992540,Türkçe,Göçmen/Mülteci Karşıtı,  HARAM ZEHİR ZIKKIM OLSUN hepinize.13 milyon içerde 4 milyon afrin idlip azez VS yedirrim icirrim giydirrim dediginiz paramız HARAM ZEHİR ZIKKIM OLSUN. Suriyeliler bu savaşı türkiye çıkardı avrupa dan gelen paramızı çalıyor toprağımız da gözünüz var askeriniz  hesabı soracağız diy
12070,['Ülke/Milliyet'],5,"['Dışlama; Ayrımcı Söylem', 'Abartma; Genelleme; Yükleme; Çarpıtma']",Zayıf,@username Söylediklerini savunduğumdan değil ama suriyeliler “geçici” sığınmacıysa 12 senedir neden bu ülkedeler. Orada güvenli bölgeler oluşturuldu halk artık onları istemiyor. En kısa sürede gönderilmeleri lazım yoksa her şey daha da zorlaşacak gibi gözüküyor. İç savaşa kadar yolu var.,Refugees,1625239267621437440,Türkçe,Göçmen/Mülteci Karşıtı, Söylediklerini savunduğumdan değil ama suriyeliler “geçici” sığınmacıysa 12 senedir neden bu ülkedeler. Orada güvenli bölgeler oluşturuldu halk artık onları istemiyor. En kısa sürede gönderilmeleri lazım yoksa her şey daha da zorlaşacak gibi gözüküyor. İç savaşa kadar yolu var.
12073,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"#UElkemdeSuriyeliİstemiyorum 
#UElkemdeMuelteciİstemiyorum https://t.co/s2CEiRclXu",Refugees,1625242015561658368,Türkçe,Göçmen/Mülteci Karşıtı,"#UElkemdeSuriyeliİstemiyorum 
#UElkemdeMuelteciİstemiyorum "
12076,['Irk/Etnik Köken'],0,['Dışlama; Ayrımcı Söylem'],Yok,@username @username @username Yetersiz bir devlet olduğunu düşünüyorum. Ferdi olmak sıkı sıkıya savunmayı gerektirmez. Devlet bu depremde sınıfta kalmıştır bana göre. Ama bir savaş çıkarsa savaşırım suriyeliler gibi kaçmam. Her ne kadar bana bedava sağlık hizmeti vermeyip suriyeli'ye verse de.,Refugees,1625254694569275407,Türkçe,Göçmen/Mülteci Karşıtı,   Yetersiz bir devlet olduğunu düşünüyorum. Ferdi olmak sıkı sıkıya savunmayı gerektirmez. Devlet bu depremde sınıfta kalmıştır bana göre. Ama bir savaş çıkarsa savaşırım suriyeliler gibi kaçmam. Her ne kadar bana bedava sağlık hizmeti vermeyip suriyeli'ye verse de.
12079,['Irk/Etnik Köken'],0,['Dışlama; Ayrımcı Söylem'],Yok,"şehirleriniz yıkıldı evleriniz yıkıldı çok büyük bir felaket yaşandı, ama memleketlerini siz terk ederseniz kim sahip çıkacak Suriyeliler mi? Lütfen topraklarınıza sahip çıkın her karışı sizin her karışı bizim...#deprem #kahramanmarasdepremi #mueltecilersınırdısıedilsin https://t.co/M1xbsZlLAo",Refugees,1625254839302123543,Türkçe,Göçmen/Mülteci Karşıtı,"şehirleriniz yıkıldı evleriniz yıkıldı çok büyük bir felaket yaşandı, ama memleketlerini siz terk ederseniz kim sahip çıkacak Suriyeliler mi? Lütfen topraklarınıza sahip çıkın her karışı sizin her karışı bizim...#deprem #kahramanmarasdepremi #mueltecilersınırdısıedilsin "
12082,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,@username @username @username @username Suriyeliler gitmeyecekse vergi ödemeleri zorunlu olsun benim vergilerimle nargile icmesinler. Türkiye'de yasayan herkesle eşit seviyede yaşasınlsr o zaman kimse karşı cikmaz ama kaçak olan herkes gitmeli.,Refugees,1625255227564650529,Türkçe,Göçmen/Mülteci Karşıtı,    Suriyeliler gitmeyecekse vergi ödemeleri zorunlu olsun benim vergilerimle nargile icmesinler. Türkiye'de yasayan herkesle eşit seviyede yaşasınlsr o zaman kimse karşı cikmaz ama kaçak olan herkes gitmeli.
12085,['Irk/Etnik Köken'],0,['Nefret söylemi bulunmuyor'],Yok,Aynen amına koyduğum haklısın. Suriyeliler taciz tecavüz yapıp Türkleri doğrarken yüce hükümetimiz çok önem veriyordu vatandaşına da Özdağ’ın 1 tane haberi yanlış çıkınca önem vermeyi kesti. Kafasını siktiğim meczubu seni https://t.co/kUnWQr6JdO,Refugees,1625255267930632209,Türkçe,Göçmen/Mülteci Karşıtı,Aynen amına koyduğum haklısın. Suriyeliler taciz tecavüz yapıp Türkleri doğrarken yüce hükümetimiz çok önem veriyordu vatandaşına da Özdağ’ın 1 tane haberi yanlış çıkınca önem vermeyi kesti. Kafasını siktiğim meczubu seni 
